title,imdb_id,title_id,netflix_show_id,content_type,is_movie,primary_genre,genres_combined,release_year,decade,content_age,is_recent,date_added,has_date_added,description,description_word_count,title_length,director,has_director_info,cast,has_cast_info,character_names,credits_count,runtime_minutes,runtime_category,age_rating,imdb_score,has_imdb_score,tmdb_score,has_tmdb_score,user_rating,vote_average,combined_score,popularity,popularity_tier,vote_count,imdb_votes,country,language_code,is_netflix_original,is_duplicate_title,is_latest_version,has_runtime,has_language_code,is_date_missing
Maniyarayile Ashokan,tt11060730,tm924556,s2083,Movie,True,Drama,"Drama, Comedy, Romance",2020,2020,6,False,2020-08-31,True,"When his unlucky horoscope doesn't bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he's always wanted. Will the stars align?",29,20.0,Shamzu Zayba,True,"Jacob Gregory, Anupama Parameswaran, Sunny Wayne, Vijayaraghavan, Shine Tom Chacko, Krishna Shankar, Anu Sithara, Sreelakshmi, Shritha Sivadas, Nayana Elza",True,"Ashokan, Shyama, Ajayan, Achuthan, Shaiju, Ratheesh, Unnimaya, Lakshmi, Anju, Rani",26,110.0,Long,TV-14,4.7,True,3.6,True,,,4.15,2.534,Low,0,1261,IN,,False,False,True,True,False,False
Manje Bistre,,,s4585,Movie,True,Comedy,"Comedy, Drama, International",2017,2010,9,False,2018-10-01,True,"While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else.",22,12.0,Baljit Singh Deo,True,"Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha",True,Unknown,0,136.0,Very Long,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Mank,tt10618286,tm821789,s1596,Movie,True,Comedy,"Comedy, Drama",2020,2020,6,False,2020-12-04,True,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,28,4.0,David Fincher,True,"Gary Oldman, Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross",True,"Herman Mankiewicz, Marion Davies, Rita Alexander, Louis B. Mayer, Joseph Mankiewicz, John Houseman, Irving Thalberg, Sara Mankiewicz, Orson Welles, Charles Lederer",76,131.0,Very Long,R,6.8,True,6.8,True,6.7,6.7,6.75,13.068,Medium,1626,72295,US,en,True,False,True,True,True,False
Manmadhudu 2,tt10076106,tm810642,s3497,Movie,True,Comedy,"Comedy, Romance, Drama",2019,2010,7,False,2019-09-23,True,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",29,12.0,Rahul Ravindran,True,"Nagarjuna Akkineni, Rakul Preet Singh, Vennela Kishore, Rao Ramesh, Lakshmi, Devadarshini, Jhansi, Rohini, Nishanthi Evani, Samantha Ruth Prabhu",True,"Samba Siva Rao 'Sam', Avanthika, Kishore, Attharu Pushparaju, Sam's Mother, Sangeetha, Swarnalatha, Janani, Swetha, Girl at the Bridge",15,155.0,Very Long,TV-MA,4.8,True,6.0,True,,,5.4,2.4,Low,0,708,IN,,False,False,True,True,False,False
Mann,tt0206921,tm62176,s1945,Movie,True,Drama,"Drama, Romance",1999,1990,27,False,2020-09-28,True,"A young woman falls in love with a handsome playboy, while aboard a Singapore to India cruise. They make plans to meet again, but fate may have other plans...",29,4.0,Indra Kumar,True,"Aamir Khan, Manisha Koirala, Sharmila Tagore, Anil Kapoor, Dalip Tahil, Neeraj Vora, Ananth Narayan Mahadevan, Deepti Bhatnagar, Shama Sikander, Rani Mukerji",True,"Karan Dev Singh, Priya Verma, Dev's grandmother, Raj, Pratap Rai Singhania, Nattu, Creditor, Anita Singhania, Kamini, Special Appearance in the song 'Kali Nagin Ke Jaisi'",17,174.0,Very Long,TV-14,6.1,True,6.7,True,,,6.4,2.595,Low,0,5451,IN,,False,False,True,True,False,False
Manolo: The Boy Who Made Shoes for Lizards,,,s7399,Movie,True,Documentary,"Documentary, International",2017,2010,9,False,2018-01-15,True,"As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",23,42.0,Michael Roberts,True,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",True,Unknown,0,89.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,False,True,True,False,False
Manorama Six Feet Under,tt0920464,tm80455,s1946,Movie,True,Drama,"Drama, Thriller, Crime",2007,2000,19,False,2020-09-28,True,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.",40,23.0,Navdeep Singh,True,"Abhay Deol, Gul Panag, Raima Sen, Sarika, Kulbhushan Kharbanda, Vinay Pathak, Nawazuddin Siddiqui, Brijendra Kala, Yana Gupta, Jogi Naidu",True,"Satyaveer Randhawa, Nimmi, Sheetal/Neetu, Manorama, Minister P.P. Rathore, Brij Mohan, Chhaila, Bihari Lal, Special Appearance, Fauji",15,137.0,Very Long,R,7.6,True,6.5,True,,,7.05,4.553,Low,0,8110,IN,,False,False,True,True,False,False
Manoranjan,tt0071811,tm107372,s5304,Movie,True,Romance,"Romance, Drama, Comedy",1974,1970,52,False,2017-09-01,True,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",161,10.0,Suhail Tatari,True,"Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali",True,Unknown,1,162.0,Very Long,TV-14,6.5,True,5.3,True,,,5.9,1.532,Low,0,237,IN,,False,False,True,True,False,False
Mansfield Park,,,s7400,Movie,True,Comedy,"Comedy, Drama, International",1999,1990,27,False,2020-01-01,True,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.",26,14.0,Patricia Rozema,True,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville",True,Unknown,0,112.0,Long,PG-13,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,False,True,True,False,False
Manson Family Vacation,tt3275216,tm195870,s5887,Movie,True,Comedy,"Comedy, Drama, Thriller",2015,2010,11,False,2015-10-27,True,"The story of two brothers: one who’s devoted to his family, the other who’s obsessed with the Manson Family.",19,22.0,J. Davis,True,"Jay Duplass, Linas Phillips, Tobin Bell, Leonora Pitts, Adam Chernick, Davie-Blue, Justin M. Rasch",True,"Nick, Conrad, Blackbird, Amanda, Max, Sunshine, Skullface",8,85.0,Standard,TV-MA,5.8,True,5.9,True,,,5.85,6.451,Low,0,2995,US,,False,False,True,True,False,False
Manto,tt6923462,tm409456,s4358,Movie,True,Drama,"Drama, History",2018,2010,8,False,2018-11-30,True,"In Bombay's seedy-shiny film world, Manto and his stories are widely read and accepted. But as sectarian violence engulfs the nation, Manto makes the difficult choice of leaving his beloved Bombay. In Lahore, he finds himself bereft of friends and unable to find takers for his writings.",47,5.0,Nandita Das,True,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin, Feryna Wazheir, Javed Akhtar, Chandan Roy Sanyal, Rishi Kapoor, Inaamulhaq, Ranvir Shorey, Rajshri Deshpande",True,"Saadat Hasan Manto, Safia, Sunder Shyam, Nargis, Abid Ali Abid, Ahmed Nadeem Qasmi, Film Producer, Hamid, Ishar Singh, Ismat Chugtai",64,113.0,Long,TV-MA,7.3,True,7.6,True,,,7.45,2.915,Low,0,4248,IN,,False,False,True,True,False,False
Mantostaan,,,s7401,Movie,True,Drama,"Drama, Independent, International",2017,2010,9,False,2017-12-15,True,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.,22,10.0,Rahat Kazmi,True,"Raghuvir Yadav, Veerendra Saxena, Sonal Sehgal, Aaditya Pratap Singh, Rahat Kazmi, Raina Bassnet, Sakshi Bhat",True,Unknown,0,75.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Mantra,,,s7402,Movie,True,Drama,"Drama, Independent, International",2017,2010,9,False,2017-12-15,True,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.,24,6.0,Nicholas Kharkongor,True,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Pandit, Adil Hussain, Rohan Joshi, Yuri Suri, Maya Krishna Rao",True,Unknown,0,89.0,Standard,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Manu,tt6615648,tm432313,s3632,Movie,True,Thriller,"Thriller, Romance",2018,2010,8,False,2019-08-01,True,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",22,4.0,Phanindra Narsetti,True,"Raja Goutham, Aberaam Varma, Chandini Chowdary, Mohan Bhagath, John Kottoly, Bindu Chandramouli, Srikanth, Darbha Appaji Ambarisha",True,"Manu, Ranga, Neela, Antony, Akbar, Neighbour, Amar, Ruthraprathap",9,182.0,Very Long,TV-14,7.6,True,7.0,True,,,7.3,1.4,Low,0,1081,IN,,False,False,True,True,False,False
Manusangada,,,s4135,Movie,True,Drama,"Drama, Independent, International",2017,2010,9,False,2019-02-02,True,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court.",22,11.0,Amshan Kumar,True,"Rajeev Anand, Manimegalai, A.S. Sasi Kumar, Vidhur Rajarajan, Sheela Rajkumar, Sethu Darwin, Anand Sampath, Karuna Prasad",True,Unknown,0,93.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,India,,False,False,True,True,False,False
Maps to the Stars,,,s4293,Movie,True,Drama,Drama,2014,2010,12,False,2018-12-16,True,A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.,24,17.0,David Cronenberg,True,"Julianne Moore, Mia Wasikowska, Robert Pattinson, John Cusack, Olivia Williams, Sarah Gadon, Evan Bird, Niamh Wilson, Dawn Greenhalgh",True,Unknown,0,112.0,Long,R,,False,,False,6.185,6.185,6.18,13.29,Medium,1080,0,"Canada, Germany, France, United States",en,False,False,True,True,True,False
Mar de Plástico,,,s5515,TV Show,False,Crime,"Crime, International",2017,2010,9,False,2017-04-27,True,"In a town in southern Spain where racial tensions run high among the workers in its many greenhouses, a cop investigates the murder of a young woman.",27,15.0,,False,"Rodolfo Sancho, Belén López, Pedro Casablanc, Luis Fernández, Patrick Criado, Nya de la Rubia, Jesús Castro, Fernando Cayo",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,Spain,,False,False,True,True,False,False
Mara,,,s7403,Movie,True,Horror,"Horror, Thriller",2017,2010,9,False,2019-01-05,True,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other.",25,4.0,Clive Tonge,True,"Olga Kurylenko, Javier Botet, Mitch Eakins, Lance E. Nichols, Rosie Fellner, Mackenzie Imsand, Dandy Barrett, Craig Conway, Melissa Bolona",True,Unknown,0,99.0,Long,TV-MA,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,False,True,True,False,False
Maradona in Mexico,tt11168104,ts222803,,TV Show,False,Documentary,"Documentary, Sports, Comedy, Drama",2019,2010,7,False,,False,"The Dorados, Culiacan's local team, are at the bottom of the rankings when Maradona arrives, looking for a fresh start. The experts predict disaster.",24,18.0,Angus MacQueen,True,"Diego Maradona, Jarrod Pistilli, Dennis Kleinman, Vanessa Nicole Hill",True,"Self, Announcer, Luis Islas / Tito Escobar, Maria Lopez / Various",5,33.0,Series,TV-MA,7.3,True,7.1,True,,,7.2,3.572,Low,0,1124,"AR, PE",,False,True,False,True,False,True
Maradona in Mexico,,,s3288,TV Show,False,Docuseries,"Docuseries, International",2020,2020,6,False,2019-11-13,True,"In this docuseries, soccer great Diego Maradona comes to Culiacán, the heart of the Sinaloa Cartel, to save the local team, the Dorados, and maybe himself, too.",27,18.0,,False,Diego Armando Maradona,True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,"Argentina, United States, Mexico",,False,True,True,True,False,False
Maradona's Legs,,tm859424,,Movie,True,Drama,"Drama, Comedy",2019,2010,7,False,,False,"During the 1990 World Cup, two young Palestinian boys are on a quest for “Maradona’s legs”; the last missing sticker that they need in order to complete their world cup album and win a free Atari.",36,15.0,Firas Khoury,True,"Faris Abbas, Ayoub Abu Hamad, Ali Suliman",True,"Unknown, Unknown, Unknown",4,24.0,Short,Not Rated,,False,8.5,True,,,8.5,1.25,Low,0,0,"AF, DE, PS",,False,False,True,True,False,True
Marauders,tt3963816,tm244381,s7404,Movie,True,Crime,"Crime, Thriller, Action",2016,2010,10,False,2020-12-01,True,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,22,9.0,Steven C. Miller,True,"Bruce Willis, Dave Bautista, Christopher Meloni, Danny A. Abeckaser, Lydia Hull, Tyler Jon Olson, Christopher Rob Bowen, Johnathon Schaech, Adrian Grenier, Richie Chance",True,"Hubert, Stockwell, Montgomery, Antonio Leon, Agent Chase, Zach Derohan, Bradley Teegan, Mims, Agent wells, Dagley",29,107.0,Long,R,5.5,True,5.8,True,5.8,5.8,5.72,17.087,Medium,657,21929,CA,en,False,False,True,True,True,False
Marc Maron: End Times Fun,tt11810418,tm857399,s2830,Movie,True,Comedy,"Comedy, Documentary",2020,2020,6,False,2020-03-10,True,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end-times fantasy.",22,25.0,Lynn Shelton,True,Marc Maron,True,Unknown,2,71.0,Standard,TV-MA,6.8,True,7.0,True,,,6.9,2.864,Low,0,1934,US,,False,False,True,True,False,False
Marc Maron: Thinky Pain,tt3004634,tm182227,s4451,Movie,True,Comedy,Comedy,2013,2010,13,False,2018-11-01,True,"Marc Maron returns to his old stomping grounds for an intimate special in which he takes stock of himself. More than ever, Maron is raw and hilariously honest as he dissects his own neuroses and self-loathing while providing outrageous anecdotes from his personal life, in which he starts to realize the hurt isn't real, it's just ""Thinky Pain.""",58,23.0,Lance Bangs,True,"Marc Maron, Sam Lipsyte, Tom Scharpling, Amanda McCauley",True,"Himself, Himself, Himself, Girl",5,90.0,Long,TV-MA,7.3,True,7.2,True,,,7.25,2.675,Low,0,1892,US,,False,False,True,True,False,False
Marc Maron: Too Real,tt7335938,tm348845,s5284,Movie,True,Comedy,Comedy,2017,2010,9,False,2017-09-05,True,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",20,20.0,Lynn Shelton,True,"Marc Maron, Lynn Shelton",True,"Self, Self",3,70.0,Standard,TV-MA,7.2,True,6.8,True,,,7.0,2.996,Low,0,1943,US,,False,False,True,True,False,False
Marcella,tt5269594,ts38734,,TV Show,False,Crime,"Crime, Drama, European",2016,2010,10,False,,False,"Marcella is shocked to the core of her being when her husband Jason leaves her unexpectedly, confessing he no longer loves her. Heartbroken, Marcella returns to the Met’s Murder Squad. Ten years ago Marcella gave up her fast-tracked police career to marry and devote her life to her family. With the abrupt end to her marriage and isolated from her 13 year old daughter and 10 year old son, Marcella throws herself into work to stop herself from falling apart.",80,8.0,,False,"Anna Friel, Nicholas Pinnock, Ray Panthaki, Sinéad Cusack, Nina Sosanya, Jamie Bamber, Harry Lloyd, Ian Puleston-Davies, Robert Whitelock, Laura Carmichael",True,"Marcella Backland, Jason Backland, DI Rav Sangha, Sylvie Gibson, DCI Laura Porter, DI Tim Williamson, Henry Gibson, Peter Cullen, Guy Roberts, Maddy Stevenson",18,45.0,Series,TV-MA,7.4,True,7.1,True,,,7.25,25.841,Medium,0,30969,GB,,False,True,False,True,False,True
Marcella,,,s524,TV Show,False,International,"International, Crime",2019,2010,7,False,2021-07-06,True,"Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?",26,8.0,,False,"Anna Friel, Nicholas Pinnock, Sinéad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,United Kingdom,,False,True,True,True,False,False
March Comes in Like a Lion,,,s3785,TV Show,False,Anime,"Anime, International, Teen Tv Shows",2017,2010,9,False,2019-06-01,True,"Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing.",23,26.0,,False,"Kengo Kawanishi, Ai Kayano, Kana Hanazawa, Misaki Kuno, Nobuhiko Okamoto, Marina Inoue, Yoshimasa Hosoya, Shinichiro Miki, Tomokazu Sugita, Subaru Kimura, Shigeru Chiba, Toru Okawa, Takahiro Sakurai",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,Japan,,False,False,True,True,False,False
Marching Orders,,,s7405,TV Show,False,Docuseries,Docuseries,2018,2010,8,False,2018-08-03,True,"A top-ranked college marching band’s members fight to keep their spots, memorize routines, tend to their social lives – and slay the competition.",23,15.0,,False,,False,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
